,,,,Date,Market cap,Volume,Supersector,Sector,Revision_real,Revision_20,mom,mom_short,30d_vol
SIRO US,03/Aug/2010,18/Nov/2010,30/Sep/2010,03/Aug/2010,1901.1457,15.0553818,Health Care,Health Care Equipment & Services,0.03270488649480563,0.07272027702962691,1.224755700325733,1.0168439716312054,0.023230422372089447
SIRO US,18/Nov/2010,04/Feb/2011,31/Dec/2010,18/Nov/2010,1994.8729999999998,8.282842084,Health Care,Health Care Equipment & Services,-0.0007037297677692234,-0.0038705137227303954,1.239042481456507,0.9814965986394558,0.014106867332029843
SIVB US,22/Jan/2010,23/Apr/2010,31/Mar/2010,22/Jan/2010,1943.4071,16.95738,Banks,Banks,0.06785714285714284,0.08452380952380945,1.757148954332053,1.0976439154724313,0.01862427570134404
SIVB US,23/Apr/2010,23/Jul/2010,30/Jun/2010,23/Apr/2010,2110.3564,13.70224497,Banks,Banks,0.02261048304213764,0.05806783144912653,2.428714859437751,1.0677966101694913,0.014264291733008852
SIVB US,23/Jul/2010,22/Oct/2010,30/Sep/2010,23/Jul/2010,1673.3726,15.84092033,Banks,Banks,0.0377094972067038,0.10009310986964604,1.2713423397528025,1.0171829075288268,0.023085498117262706
SIVB US,22/Oct/2010,21/Jan/2011,31/Dec/2010,22/Oct/2010,1838.8293,15.011393900000002,Banks,Banks,0.004950495049504955,-0.015676567656765616,0.9500924214417744,1.077091439688716,0.02107398806082821
SJI US,24/Feb/2010,06/May/2010,31/Mar/2010,24/Feb/2010,1174.5662,4.580670675,Utilities,"Gas, Water & Multiutilities",0.0007587253414262918,0.030349013657056112,1.1181721038405934,1.0327519815616393,0.008014523279538766
SJI US,06/May/2010,05/Aug/2010,30/Jun/2010,06/May/2010,1285.8304,3.93361422,Utilities,"Gas, Water & Multiutilities",0.0007272727272726875,0.013090909090909042,1.2731950259620897,1.0002344535689387,0.01069549229862305
SJI US,05/Aug/2010,08/Nov/2010,30/Sep/2010,05/Aug/2010,1445.5448,5.036897737,Utilities,"Gas, Water & Multiutilities",0.0007042253521127861,0.011971830985915366,1.2293382291325448,1.1359140877712643,0.015171156796448128
SJI US,08/Nov/2010,28/Feb/2011,31/Dec/2010,08/Nov/2010,1539.9429,4.155244012,Utilities,"Gas, Water & Multiutilities",0.000680735194009463,0.017699115044247815,1.4628411306042888,1.0236320479720162,0.007143382331986422
SJM US,24/Feb/2010,17/Jun/2010,31/Mar/2010,24/Feb/2010,6983.3083,29.87734575,Food & Beverage,Food Producers,0.0023304591004427166,0.014215800512700882,1.6468836636204949,0.9840596878442132,0.010659954869103812
SJM US,17/Jun/2010,20/Aug/2010,30/Jun/2010,17/Jun/2010,7331.9958,52.56093137,Food & Beverage,Food Producers,0.023213883254451062,0.0531890917286455,1.2592395497964506,1.0568397920804633,0.011872813826508679
SJM US,20/Aug/2010,18/Nov/2010,30/Sep/2010,20/Aug/2010,7126.4811,36.63499223,Food & Beverage,Food Producers,0.002142245072836335,0.010282776349614497,1.184731563421829,0.9721530585821564,0.010479852987221691
SJM US,18/Nov/2010,17/Feb/2011,31/Dec/2010,18/Nov/2010,7427.2171,27.09827468,Food & Beverage,Food Producers,0.0016687526074259385,0.01168126825198157,1.1420387941521244,0.9909363803621575,0.006510472836148098
SKS US,24/Feb/2010,18/May/2010,31/Mar/2010,24/Feb/2010,1132.9733,17.00292526,Retail,General Retailers,-0.1728395061728395,-0.5123456790123457,2.800847457627119,1.0741301059001511,0.023523629846717926
SKS US,18/May/2010,17/Aug/2010,30/Jun/2010,18/May/2010,1438.7742,36.97125533,Retail,General Retailers,3.1111111111111116,9.555555555555554,2.173814898419865,0.9283489096573208,0.03873457101764708
SKS US,17/Aug/2010,16/Nov/2010,30/Sep/2010,17/Aug/2010,1256.8109,21.74380592,Retail,General Retailers,0.2222222222222221,0.4545454545454546,1.4042553191489362,0.986111111111111,0.030431883861142373
SKS US,16/Nov/2010,23/Feb/2011,31/Dec/2010,16/Nov/2010,1795.7735,35.74704353,Retail,General Retailers,0.18888888888888888,0.33333333333333326,1.460856720827179,1.128412537917088,0.025029637605594277
SKX US,18/Feb/2010,29/Apr/2010,31/Mar/2010,18/Feb/2010,1397.0095,15.63016791,Personal & Household Goods,Personal Goods,0.17945205479452064,0.19041095890410986,4.443868067263217,0.972762645914397,0.029135418422360507
SKX US,29/Apr/2010,29/Jul/2010,30/Jun/2010,29/Apr/2010,1878.1693,25.81378213,Personal & Household Goods,Personal Goods,0.08764940239043839,0.09860557768924294,3.1398209718670076,1.0912297278584635,0.02016171396993176
SKX US,29/Jul/2010,28/Oct/2010,30/Sep/2010,29/Jul/2010,1668.9892,52.01566011,Personal & Household Goods,Personal Goods,0.18173913043478263,0.18608695652173934,2.9038394793926243,0.9302740780027939,0.03760796660539092
SKX US,28/Oct/2010,17/Feb/2011,31/Dec/2010,28/Oct/2010,1123.7814,36.61143363,Personal & Household Goods,Personal Goods,-0.18904109589041096,-0.1990867579908676,1.0407930375482932,0.8511624834874504,0.03002479355452758
SKYW US,11/Feb/2010,06/May/2010,31/Mar/2010,11/Feb/2010,796.2679,3.144974121,Travel & Leisure,Travel & Leisure,0.0062217194570135526,-0.011312217194569985,1.32285061233202,0.8753059029178432,0.023502633194690037
SLAB US,03/Feb/2010,28/Apr/2010,31/Mar/2010,03/Feb/2010,2058.3559,18.88517671,Technology,Technology Hardware & Equipment,0.03232666950233942,0.08294342832837076,2.004142502071251,0.9315832988838363,0.015139710824708354
SLAB US,28/Apr/2010,28/Jul/2010,30/Jun/2010,28/Apr/2010,2301.0578,28.35269627,Technology,Technology Hardware & Equipment,0.0475825019186491,0.07828089025326168,1.4347564642212869,1.0498742665549037,0.016213108923078874
SLAB US,28/Jul/2010,27/Oct/2010,30/Sep/2010,28/Jul/2010,1898.7007,23.73925619,Technology,Technology Hardware & Equipment,0.026885474860335323,0.04224860335195535,1.0212164073550212,0.9526777469990767,0.01613112700280885
SLAB US,27/Oct/2010,26/Jan/2011,31/Dec/2010,27/Oct/2010,1772.2692,19.28327986,Technology,Technology Hardware & Equipment,-0.09173179761415051,-0.1349238996297819,0.8922744721689059,1.0677601505781125,0.013855743870360284
SLB US,23/Apr/2010,23/Jul/2010,30/Jun/2010,23/Apr/2010,86898.7081,510.2076131,Oil & Gas,"Oil Equipment, Services & Distribution",0.009773013871374747,0.055800756620428826,1.321076675026872,1.1531021987170071,0.015403315859155536
SLB US,23/Jul/2010,22/Oct/2010,30/Sep/2010,23/Jul/2010,70793.19,555.9622062999999,Oil & Gas,"Oil Equipment, Services & Distribution",0.0017830609212481363,0.016641901931649272,1.0456132007371488,1.0187111158038367,0.021103404659032248
SLB US,22/Oct/2010,21/Jan/2011,31/Dec/2010,22/Oct/2010,92714.5222,421.3327598,Oil & Gas,"Oil Equipment, Services & Distribution",-0.0019542155220546586,0.01954215522054703,0.9349516439567955,1.1430260987099725,0.015667950114301353
SLGN US,03/Feb/2010,29/Apr/2010,31/Mar/2010,03/Feb/2010,2064.7699,16.68457556,Industrial Goods & Services,General Industrials,0.01297497683039861,0.025023169601482875,1.1472140348400077,0.9293538461538462,0.015590643467968669
SLGN US,29/Apr/2010,28/Jul/2010,30/Jun/2010,29/Apr/2010,2389.7747,8.276287261,Industrial Goods & Services,General Industrials,0.004456327985739694,0.03208556149732611,1.315015182380751,1.0278258836252565,0.011810281948361855
SLGN US,28/Jul/2010,20/Oct/2010,30/Sep/2010,28/Jul/2010,2172.6634,9.046692009,Industrial Goods & Services,General Industrials,-0.00519031141868509,0.0017301038062282892,1.1747001362409952,0.9718768950879321,0.014808072313191973
SLGN US,20/Oct/2010,02/Feb/2011,31/Dec/2010,20/Oct/2010,2577.9277,10.26268121,Industrial Goods & Services,General Industrials,0.005823627287853572,0.040765391014975005,1.160983870967742,1.0602381183923535,0.011848743630896805
SLH US,05/Feb/2010,07/May/2010,31/Mar/2010,05/Feb/2010,2247.6662,9.156004428,Technology,Software & Computer Services,0.014038371548900308,0.02292934019653714,1.4868899175912509,0.9478645188428293,0.01605017402650158
SLH US,07/May/2010,27/Aug/2010,30/Jun/2010,07/May/2010,2518.6549,12.69582796,Technology,Software & Computer Services,0.013004484304932618,-0.0004484304932734773,1.6933713614018142,0.9273259020698302,0.012327767880651614
SLH US,27/Aug/2010,04/Nov/2010,30/Sep/2010,27/Aug/2010,2754.1142,14.54010234,Technology,Software & Computer Services,0.01157098353360042,0.020026702269692942,1.5592726206666288,0.9997545358638771,0.022756787894577645
SLH US,04/Nov/2010,03/Feb/2011,31/Dec/2010,04/Nov/2010,3350.9567,11.87502413,Technology,Software & Computer Services,0.02487135506003435,0.046312178387650116,1.218589730060573,1.1932943394545805,0.010831633982936156
SLM US,21/Jan/2010,22/Apr/2010,31/Mar/2010,21/Jan/2010,5680.8518,11.64532134,Banks,Banks,0.07341944255608435,0.06798096532970765,1.1364148463416162,1.0658992647261312,0.027247133398535992
SLM US,22/Apr/2010,21/Jul/2010,30/Jun/2010,22/Apr/2010,6362.0509,18.22687186,Banks,Banks,0.042043984476067164,0.03492884864165591,2.4152430183445754,1.1522459739514004,0.02665829174604289
SLM US,21/Jul/2010,20/Oct/2010,30/Sep/2010,21/Jul/2010,5663.9453,14.84447639,Banks,Banks,-0.0031347962382444194,-0.010658307210031248,1.322970639032815,0.8674550760251881,0.030024347002711435
SLM US,20/Oct/2010,20/Jan/2011,31/Dec/2010,20/Oct/2010,5371.9171,12.63118042,Banks,Banks,0.032152230971128626,0.028871391076115582,1.068367034739799,0.9718309859154929,0.018123321518404713
SLXP US,10/Mar/2010,11/May/2010,31/Mar/2010,10/Mar/2010,1733.7772,37.33047447,Health Care,Pharmaceuticals & Biotechnology,-0.10335917312661491,0.11627906976744207,3.487277353689567,1.148850784385261,0.045760458299634175
SLXP US,11/May/2010,10/Aug/2010,30/Jun/2010,11/May/2010,2054.244,36.99493096,Health Care,Pharmaceuticals & Biotechnology,0.041071428571428426,0.1875,3.9668393782383418,0.9924242424242424,0.025788827993176253
SLXP US,10/Aug/2010,09/Nov/2010,30/Sep/2010,10/Aug/2010,2437.657,31.92921435,Health Care,Pharmaceuticals & Biotechnology,0.052980132450331396,0.16335540838852114,3.293695131683959,1.0077538163314756,0.01684675575131373
SLXP US,09/Nov/2010,01/Mar/2011,31/Dec/2010,09/Nov/2010,2142.661,26.61732689,Health Care,Pharmaceuticals & Biotechnology,0.10697305863708384,0.309825673534073,1.8660714285714284,1.0350877192982457,0.02051511244812756
SM US,24/Feb/2010,04/May/2010,31/Mar/2010,24/Feb/2010,1978.658,16.26912154,Oil & Gas,Oil & Gas Producers,-0.12060778727445398,-0.16429249762583087,2.7010663389538125,0.8814940203015847,0.02521063398688082
SM US,04/May/2010,03/Aug/2010,30/Jun/2010,04/May/2010,2523.6635,29.99761341,Oil & Gas,Oil & Gas Producers,0.15896885069817412,0.31041890440386677,1.6863094789941273,1.153635579764539,0.022507402771035304
SM US,03/Aug/2010,03/Nov/2010,30/Sep/2010,03/Aug/2010,2704.8172,29.10054121,Oil & Gas,Oil & Gas Producers,0.09607351712614842,0.06599832915622383,1.4816212649637102,0.9897878426213155,0.028043176281234764
SM US,03/Nov/2010,25/Feb/2011,31/Dec/2010,03/Nov/2010,2669.632,21.83772609,Oil & Gas,Oil & Gas Producers,0.1388367729831146,0.31988742964352723,1.1179270575900546,1.1907704345216403,0.01705902790950387
SMCI US,28/Apr/2010,23/Apr/2014,30/Jun/2010,28/Apr/2010,643.895,3.2738682960000003,Technology,Technology Hardware & Equipment,-0.03992901508429447,-0.01952085181898844,3.21264367816092,0.9007155635062613,0.024918697383863972
SMG US,02/Feb/2010,06/May/2010,31/Mar/2010,02/Feb/2010,2695.8517,11.50138842,Chemicals,Chemicals,0.0006163328197226203,0.009244992295839749,1.140388057242562,1.037840482256836,0.011794648284255891
SMG US,06/May/2010,10/Aug/2010,30/Jun/2010,06/May/2010,3070.7619,16.74492997,Chemicals,Chemicals,0.00029824038174752765,0.04801670146137771,1.4614600991330888,0.9875825853129013,0.010236230926667244
SMG US,10/Aug/2010,04/Nov/2010,30/Sep/2010,10/Aug/2010,3169.0595,14.79620387,Chemicals,Chemicals,0.0050111358574609355,0.024498886414253906,1.159718273033304,1.0408523302117298,0.014153008696678956
SMG US,04/Nov/2010,28/Jan/2011,31/Dec/2010,04/Nov/2010,3473.7708,17.22852,Chemicals,Chemicals,0.0010672358591248265,0.02161152614727846,1.1824129623506072,1.014866862427838,0.010466768637466766
SMSC US,29/Jun/2010,07/Apr/2011,30/Jun/2010,29/Jun/2010,523.1801,3.346124403,Technology,Technology Hardware & Equipment,0.09407894736842115,0.1138157894736842,1.1088631984585742,0.9887054735013033,0.02434176964617693
SMTC US,11/Mar/2010,27/May/2010,31/Mar/2010,11/Mar/2010,1069.7993,5.977234361,Technology,Technology Hardware & Equipment,0.10218978102189791,0.09124087591240881,1.1072485207100593,1.1957247828991315,0.01734103203628465
SMTC US,27/May/2010,26/Aug/2010,30/Jun/2010,27/May/2010,1108.222,13.49215861,Technology,Technology Hardware & Equipment,0.1827141774071266,0.19484457922668685,1.192906036092097,0.9113197704746999,0.02315299799934178
SMTC US,26/Aug/2010,02/Dec/2010,30/Sep/2010,26/Aug/2010,1050.1668,5.792169787000001,Technology,Technology Hardware & Equipment,0.07262569832402255,0.08255741775294845,1.0071154898741106,0.9173913043478261,0.019532858765589613
SMTC US,02/Dec/2010,10/Mar/2011,31/Dec/2010,02/Dec/2010,1498.6214,10.13872409,Technology,Technology Hardware & Equipment,0.006200676437429387,0.011273957158962844,1.2716488730723607,1.0881529850746268,0.013579216404754622
SNA US,04/Feb/2010,20/Apr/2010,31/Mar/2010,04/Feb/2010,2332.2960000000003,12.04975688,Industrial Goods & Services,Industrial Engineering,0.019144144144144226,0.05330330330330346,1.406674427629026,0.9426206896551724,0.012530003755950004
SNA US,20/Apr/2010,23/Jul/2010,30/Jun/2010,20/Apr/2010,2806.6119,9.32584205,Industrial Goods & Services,Industrial Engineering,0.023247496423462133,0.11480686695278952,1.423723631916845,1.1108546274425597,0.007582103188087097
SNA US,23/Jul/2010,22/Oct/2010,30/Sep/2010,23/Jul/2010,2627.0908,13.91040908,Industrial Goods & Services,Industrial Engineering,0.0077145612343296754,0.07103825136612008,1.297752608896962,1.0691879133847464,0.017328128517339628
SNA US,22/Oct/2010,03/Feb/2011,31/Dec/2010,22/Oct/2010,2907.9,8.578288317,Industrial Goods & Services,Industrial Engineering,0.02091199535289001,0.02410688353180368,1.282392026578073,1.0754782781984855,0.013331415923547052
SNBR US,22/Apr/2010,10/Feb/2011,30/Jun/2010,22/Apr/2010,506.514,3.803862788,Personal & Household Goods,Household Goods & Home Construction,0.2314606741573031,0.2516853932584271,9.179487179487179,1.5614525139664803,0.04125848306544877
SNDK US,29/Jan/2010,22/Apr/2010,31/Mar/2010,29/Jan/2010,6567.9872,212.2167654,Technology,Technology Hardware & Equipment,0.267876787678768,0.2805280528052807,2.529265186840972,0.8909908833085224,0.034437785790026536
SNDK US,22/Apr/2010,23/Jul/2010,30/Jun/2010,22/Apr/2010,8597.5097,214.3705648,Technology,Technology Hardware & Equipment,0.25853658536585367,0.27212543554006974,2.1650083357590835,1.248467551198763,0.01936759250669724
SNDK US,23/Jul/2010,22/Oct/2010,30/Sep/2010,23/Jul/2010,9912.2542,435.80193770000005,Technology,Technology Hardware & Equipment,0.10707659687251514,0.10919692552345595,2.678044708828318,0.8799904301389166,0.027589393427010826
SNDK US,22/Oct/2010,28/Jan/2011,31/Dec/2010,22/Oct/2010,8651.6249,310.5552151,Technology,Technology Hardware & Equipment,0.0010266940451744144,-0.02335728952772076,1.4772990397982326,1.042852647955111,0.026440344891428706
SNI US,10/Feb/2010,06/May/2010,31/Mar/2010,10/Feb/2010,6721.1932,20.434130399999997,Media,Media,-0.01000000000000012,-0.029545454545454763,2.028216308069579,0.9277565395382438,0.01896674861955865
SNI US,06/May/2010,09/Aug/2010,30/Jun/2010,06/May/2010,7431.2636,22.38238408,Media,Media,0.015901862789641008,0.06315311222171727,1.4774020938911234,1.0051599967565734,0.010989315814264494
SNI US,09/Aug/2010,04/Nov/2010,30/Sep/2010,09/Aug/2010,7384.7071,21.14221195,Media,Media,0.000837871805613899,0.005446166736489344,1.2343668434654276,1.061127847420549,0.017649448725919215
SNI US,04/Nov/2010,10/Feb/2011,31/Dec/2010,04/Nov/2010,8725.3791,22.66106706,Media,Media,0.01558130243707545,0.054334798242109406,1.184350162070956,1.1266906299500428,0.010767681188158164
SNIC US,10/Nov/2010,09/Feb/2011,31/Dec/2010,10/Nov/2010,590.1371,7.383031872999999,Personal & Household Goods,Leisure Goods,-0.06291390728476809,0.0066225165562914245,1.3435114503816794,0.9001623376623377,0.038619018472889566
SNPS US,18/Feb/2010,20/May/2010,31/Mar/2010,18/Feb/2010,3238.5429999999997,20.97921076,Technology,Software & Computer Services,0.010088272383354413,0.014501891551071955,1.1278234086242298,0.9918070095584889,0.012328007797815121
SNPS US,20/May/2010,19/Aug/2010,30/Jun/2010,20/May/2010,3265.6836,20.84731287,Technology,Software & Computer Services,0.00489596083231314,0.011015911872704898,1.1945020746887967,0.9140251845419018,0.01319801340054719
SNPS US,19/Aug/2010,02/Dec/2010,30/Sep/2010,19/Aug/2010,3296.756,20.2027986,Technology,Software & Computer Services,0.010161386730424438,0.020322773460848653,1.0051789077212807,1.0800936768149882,0.014521288304396432
SNPS US,02/Dec/2010,17/Feb/2011,31/Dec/2010,02/Dec/2010,3938.368,14.75083378,Technology,Software & Computer Services,0.08719851576994442,0.0940012368583798,1.2107516650808754,1.0157170923379175,0.010657322175232862
SNV US,29/Jan/2010,21/Apr/2010,31/Mar/2010,29/Jan/2010,1311.4543,25.1677676,Banks,Banks,0.002988898377455307,-0.08938229433532596,0.5829335780530874,1.3333333333333335,0.033834653992305744
SNV US,21/Apr/2010,23/Jul/2010,30/Jun/2010,21/Apr/2010,1871.1616,48.97633235,Banks,Banks,0.1665689149560119,-0.08993157380254158,1.0757125951317053,1.0,0.04520556414338537
SNV US,23/Jul/2010,26/Oct/2010,30/Sep/2010,23/Jul/2010,1895.0867,36.46234131,Banks,Banks,0.16646742378959956,0.0872683801554095,0.8587677014910462,0.843416452905695,0.03889122017001317
SNV US,26/Oct/2010,28/Jan/2011,31/Dec/2010,26/Oct/2010,1915.5352,24.81081351,Banks,Banks,0.0867075664621677,-0.14805725971370132,1.1120654487735773,0.9590214230451138,0.025113153661398973
SNX US,26/Mar/2010,25/Jun/2010,31/Mar/2010,26/Mar/2010,1096.0036,4.839698166,Technology,Technology Hardware & Equipment,0.02083333333333348,0.029431216931216975,1.4071340840360418,1.0302714676564,0.012763430082693022
SNX US,25/Jun/2010,30/Sep/2010,30/Jun/2010,25/Jun/2010,880.6902,5.483413569,Technology,Technology Hardware & Equipment,-0.00887121443866612,-0.014377485469562523,1.051689700650097,1.0286370967741936,0.02049271631274232
SNX US,30/Sep/2010,25/Mar/2011,30/Sep/2010,30/Sep/2010,922.0529,3.8710732360000004,Technology,Technology Hardware & Equipment,0.04103024857741855,0.041329739442947044,0.7954633370583685,1.2160729804085786,0.018083442914674935
SO US,27/Jan/2010,28/Apr/2010,31/Mar/2010,27/Jan/2010,26334.958,97.46839868,Utilities,Electricity,-0.009441707717569692,-0.024630541871921152,1.0303358205444264,0.9838585948986767,0.008665953857245893
SO US,28/Apr/2010,28/Jul/2010,30/Jun/2010,28/Apr/2010,28926.3407,87.58762012,Utilities,Electricity,0.004583333333333384,0.016666666666666607,1.1938164839405783,1.0652597550425715,0.005946203743552472
SO US,28/Jul/2010,27/Oct/2010,30/Sep/2010,28/Jul/2010,30169.757,122.2796197,Utilities,Electricity,0.0016220600162206722,0.005677210056772131,1.087443248655953,1.099463146649025,0.009399556834513175
SO US,27/Oct/2010,26/Jan/2011,31/Dec/2010,27/Oct/2010,31816.0279,106.9131023,Utilities,Electricity,-0.0008012820512819374,0.0036057692307691624,1.229155628341602,1.021603934400533,0.005643240047438383
SOA US,28/Jan/2010,27/Apr/2010,31/Mar/2010,28/Jan/2010,1538.731,10.89966198,Chemicals,Chemicals,0.01194029850746281,0.14427860696517425,3.327340708871133,1.076859135200037,0.02096757552031529
SOA US,27/Apr/2010,27/Jul/2010,30/Jun/2010,27/Apr/2010,2126.2795,19.18273588,Chemicals,Chemicals,0.03264996203492787,0.18071374335611234,4.122669873722189,1.1196983917609458,0.02477168124236962
