Europe,Date,Revision,Market cap,Volume
LOOMB SS,04/11/2016,0.022675114,2064.1068,3.500313644
SOLB BB,08/11/2016,0.031584943,11592.5636,25.01615517
MS IM,09/11/2016,-0.177122741,3151.0024,17.99621237
DRI GR,10/11/2016,0.017235278,2314.4924,5.992013723
DSV DC,01/11/2016,0.024286513,8979.1794,16.56678675
ADEN SW,08/11/2016,-0.006496764,10096.8829,50.63566389
SRS IM,07/11/2016,-0.002268761,1643.5463,5.201062013
DNB NO,27/10/2016,0.014414181,23327.8939,40.75365106
KNIN SW,18/10/2016,-0.023079191,16208.6746,17.57247474
NKT DC,11/11/2016,0.010307635,1732.3154,4.188022556
INCH LN,30/07/2015,0.011193786,5528.4152,9.150880225
MOR GR,07/11/2016,-0.030121647,1173.5119,5.532434759
IGG LN,21/07/2015,-0.031890661,4286.6589,5.70198117
INTRUM SS,19/10/2016,0.050960445,2377.2984,6.01991876
CS FP,04/08/2015,0.011996342,64900.836,195.6781634
DG FP,31/07/2015,0.012111555,36602.0251,105.7853901
MNDI LN,06/08/2015,0.032324818,11739.2219,31.49383497
FABG SS,20/10/2016,-0.066230955,2843.6222,4.869225183
CRH ID,27/08/2015,-0.002873237,24032.905,22.39793882
NOEJ GR,02/11/2016,-0.017522712,1399.7302,3.304916056
ABC LN,14/09/2015,0,1850.1641,3.855832713
DANSKE DC,28/10/2016,0.000978924,30046.6404,37.83971411
TGS NO,28/10/2016,-0.147145815,2091.2729,5.872146392
NETB SS,21/10/2016,-0.003910547,1964.0295,3.385324718
GJF NO,26/10/2016,0.012102685,8786.5603,5.589282857
IDR SM,15/11/2016,-0.035198663,1896.5802,8.171278835
CEC GR,14/12/2016,0.013087736,10807.2262,7.578524779
KCO GR,03/11/2016,-0.05831044,1078.37,3.760081645
KNEBV FH,26/10/2016,-0.00993972,24904.9058,25.40649567
AMBUB DC,08/11/2016,-0.046263345,2185.2515,3.824851256
CRDA LN,21/07/2015,0.009770416,6237.9738,9.795924277
MT NA,08/11/2016,0.099686662,19819.7859,108.9059684
BRBY LN,12/11/2015,-0.007069277,8886.0229,38.19579044
UG FP,29/07/2015,0.150308577,16745.5663,103.3366418
PNL NA,07/11/2016,0.001026694,2388.7145,9.479305905
TRN IM,04/11/2016,0.008976887,9441.3321,24.7714133
DBK GR,27/10/2016,0.046014597,19983.6509,208.9947474
TEL2B SS,20/10/2016,-0.042980568,4054.7813,15.74768926
UBI FP,05/11/2015,0.001364692,3295.5996,14.1436718
SLA LN,04/08/2015,-0.019376061,13533.9742,21.47629762
YAR NO,21/10/2016,-0.056484657,9411.7291,17.8750642
CPI LN,29/07/2015,0.002628121,13194.21,26.79402557
PMO LN,20/08/2015,-21.17333333,893.0612,8.245885501
ACA FP,08/11/2016,0.041050526,31833.8829,65.70591696
ULVR LN,23/07/2015,0.003213351,135312.9406,112.801946
METSO FH,21/10/2016,-0.024785157,4070.8683,13.11973655
FR FP,27/07/2015,-0.013094723,10570.3144,73.40897332
CO FP,30/07/2015,-0.031431995,8367.6781,27.83674987
NESN SW,13/08/2015,0.002318772,241837.0016,307.8783896
PAG LN,24/11/2015,-0.012048193,1777.5899,3.290356721
HPOLB SS,27/10/2016,-0.01104513,2908.9301,5.574370963
OERL SW,04/08/2015,-0.022562786,4227.3303,9.044401527
TEMN SW,20/10/2016,0.008891203,4648.9435,10.32436037
VOW GR,27/10/2016,0.035412236,71327.2215,8.702000414
SALM NO,16/11/2016,-0.011755572,3442.8839,4.620803809
BALN SW,27/08/2015,-0.012049269,6164.4546,18.01797582
SEV FP,27/10/2016,0.003357505,8793.9392,17.79828653
REN NA,23/07/2015,0.003916083,36423.1886,43.25479878
SCHP SW,25/10/2016,0.011772155,20050.6137,14.37847677
MBTN SW,13/08/2015,0.088948307,744.3771,4.374451687
DGE LN,30/07/2015,-0.038743455,70986.0251,115.2834505
DLG GR,03/11/2016,-0.006631778,3021.8979,16.22614115
YNAP IM,13/05/2016,-0.006146225,3653.4662,14.74047497
SCHA NO,04/11/2016,0.041478231,5442.7269,4.810308306
BALDB SS,03/11/2016,-0.021469666,3760.124,10.0840758
RSA LN,06/08/2015,0.046216565,8055.464,35.22891068
PTEC LN,29/10/2015,-0.090305168,4309.8279,11.19399041
UCG IM,10/11/2016,-0.102266376,15449.3722,173.4110771
BDEV LN,09/09/2015,0.013182674,9761.6799,31.62497087
AMS SM,04/11/2016,0.01594676,20275.8182,45.09838009
BKG LN,04/12/2015,0.058228488,7432.8114,20.10674608
SPX LN,05/08/2015,-0.044937483,3692.5882,4.059842188
TL5 SM,27/10/2016,-0.003804572,3782.6521,10.981568
GLPG NA,28/07/2016,-0.246235774,2547.9268,12.44484117
EN FP,16/11/2016,0.025169757,11496.0113,24.76003057
AF FP,03/11/2016,-0.060312569,1921.73,18.07248062
HEI GR,09/11/2016,-0.017395646,19931.4501,44.7904619
AKE FP,10/11/2016,0.020726137,7185.915,19.33119243
SGE LN,02/12/2015,0,9295.0737,13.71431664
CINE LN,13/08/2015,0.019307832,2437.8712,3.918923874
TLX GR,15/11/2016,0.00856325,8025.6022,3.325475226
KGX GR,27/10/2016,-0.000613397,6514.8039,15.58223128
SRCG SW,10/11/2016,0.042082088,2849.8026,4.079234001
BWO AV,21/12/2016,0.055405211,2287.7033,6.11757892
ORSTED DC,08/11/2016,0.015509801,15940.5076,10.16790708
HLE GR,28/09/2016,0.003987473,4548.986,5.807432951
NETS DC,09/11/2016,-0.132739462,3858.761,15.10808562
VM/ LN,28/07/2015,0.056417806,2860.7085,3.686158739
BPOST BB,10/11/2016,0.003674219,5095.4103,7.208583777
ZAL GR,10/11/2016,-0.01187679,9694.0893,20.74770296
CTT PL,31/10/2016,-0.021016242,991.4389,4.066968253
FBK IM,08/11/2016,0.003771461,3371.1633,18.95601042
BMED IM,08/11/2016,0.022793149,5104.5133,7.160688713
GYC GR,17/11/2016,-0.064588244,2481.3547,4.601277845
DLG LN,04/08/2015,0.106,8076.4118,22.49516422
LEON SW,23/07/2015,0.057833409,3224.5626,4.662450264
O2D GR,26/10/2016,-0.094130435,12178.3704,9.015770302
LEG GR,09/11/2016,-0.0075071,5053.3388,12.8350048
OSR GR,09/11/2016,-0.028188381,5696.7626,21.31162931
OCI NA,27/08/2015,0.013194183,5833.6378,15.63578586
CRST LN,16/06/2015,0.008443049,2187.1468,5.313210208
VNA GR,03/11/2016,0.075267502,16563.9734,45.4723141
GTO NA,26/08/2015,-0.099609989,7483.6099,24.93434868
CCH LN,19/02/2016,0.016648169,7334.9738,7.349000529
MONC IM,10/11/2015,0.010915885,4162.3407,22.83124921
RMG LN,19/11/2015,-0.040659905,7292.0799,26.86027527
CMBN SW,19/08/2015,0.03015228,1813.3058,3.133275759
MERL LN,30/07/2015,-0.015796703,6540.882,9.60784636
VALMT FH,27/10/2016,0.003624566,2112.2292,3.947655177
ANIM IM,11/11/2016,0.005,1592.1215,5.436242247
JE/ LN,04/08/2015,0.003277424,4461.0206,11.17529108
AKSO NO,28/10/2016,-0.258255781,1273.1442,4.053944618
BME LN,17/11/2015,-0.01774043,4686.528,3.77160639
WIZZ LN,09/11/2016,0.005500147,2067.7419,6.998786463
ENX FP,09/11/2016,-0.017182437,2551.0295,3.062751888
ELIOR FP,26/02/2016,0.008870933,3457.7683,3.941155453
ONTEX BB,09/11/2016,-0.018556819,2118.5089,4.010682271
NN NA,17/11/2016,0.034973265,10691.5608,28.56349077
AA/ LN,22/09/2015,-0.114552636,2697.6464,7.366203842
RKET GR,22/09/2016,-0.022664004,3847.6521,3.384986372
UBSG SW,28/10/2016,0.019538622,55315.7748,144.2404628
FEVR LN,27/07/2015,0,662.9516,3.34864242
INDV LN,02/11/2016,0.226049547,3104.9605,8.402427348
UN01 GR,22/11/2016,0.030706741,4549.3401,13.68713833
TUI LN,08/12/2016,-0.052205221,8109.5982,12.56046871
AENA SM,25/10/2016,0.044155033,22209.4718,36.86674968
AUTO LN,13/11/2015,0.024468366,5732.6022,10.48526132
CLNX SM,28/10/2016,-0.027115364,3894.4354,14.39977845
ATC NA,11/11/2016,-0.01620673,21697.8075,29.02656133
1COV GR,25/10/2016,0.04075759,11527.7695,28.0759135
MRO LN,28/07/2015,-0.757575758,4329.4312,8.636519548
DOM SS,31/10/2016,-0.002016508,2094.6912,3.914949723
BEZ LN,24/07/2015,0.012636469,2756.8598,3.356501903
NXG LN,11/11/2015,-0.065703746,4929.749,6.233961395
MTRO LN,26/10/2016,0.077169267,2713.001,3.70212324
LIGHT NA,20/10/2016,0.035476217,3603.6413,3.298985685
IGY GR,11/11/2016,-0.027222029,19261.3972,89.94475622
ABI BB,28/10/2016,-0.055326433,236920.6861,196.3539396
EXO IM,13/05/2016,-0.072761194,8935.0955,14.51531577
IWG LN,25/08/2015,0.009345794,3961.2657,4.065283647
BAMI IM,09/11/2016,-0.299210988,2043.8675,42.34976796
BIRG ID,31/07/2015,-0.00962731,13638.3665,23.91163209
ADN LN,05/05/2015,-0.019735558,9122.1884,27.64439083
AMFW LN,27/08/2015,-0.044576273,4587.3412,16.97565988
ATLN SW,21/04/2016,0.046231753,18573.5887,56.44233304
BME SM,28/10/2016,-0.007163045,2553.0789,4.621455531
BRSN LN,31/07/2015,-0.020266642,2758.4754,3.955801276
CLLN LN,26/08/2015,5.45E-05,2176.9176,7.816578773
CWI AV,23/11/2016,-0.057462687,1742.8347,4.205876845
DB11 GR,28/10/2016,-0.034051741,14606.544,25.92061711
DL NA,11/08/2015,-0.195013223,3248.4058,17.12193674
EBRO SM,26/10/2016,-0.011752309,3469.6103,5.115308203
FIE GR,03/11/2016,-0.040337687,5892.0148,8.228041102
HGG LN,11/02/2016,-0.090715048,3748.5137,9.791232213
NIBEB SS,17/11/2016,0.008560758,3653.2211,7.315921302
ORI SS,11/11/2016,-0.0550071,1474.033,5.112403629
PAYS LN,26/08/2015,0.050046501,2095.3674,19.53983391
POP SM,29/07/2016,0.019654358,5862.4078,45.709399
SAZ GR,10/11/2016,0.006109942,2901.9243,9.238346071
SDRL NO,22/11/2016,-0.194099956,1295.0115,3.080738807
SFR FP,11/11/2016,0.013487773,11161.1749,10.58929251
SPD LN,10/12/2015,-0.068328057,5378.7821,9.885298354
SRP LN,11/08/2015,-0.010638298,2121.0822,5.022033355
SYNN SW,15/10/2015,-0.051622468,29673.708,90.39241126
TALK LN,11/11/2015,-0.109479572,3572.5322,12.56990804
TEC FP,25/02/2016,0.031857578,5623.2449,54.812238
TOD IM,12/11/2015,-0.005251518,2602.6355,12.93289462
ALU FP,07/05/2015,0.00633105,10459.3324,137.7086187
AML LN,19/08/2013,-0.02351552,3102.2695,3.25502503
ARCAD NA,29/07/2015,-0.028069189,2219.8368,5.125934108
ARM LN,22/07/2015,-0.040427315,21300.3203,67.49784522
BG/ LN,03/02/2015,-0.189338235,48913.6725,119.6844264
BSLN SW,14/08/2015,-0.516967118,1167.4606,7.863854088
COK GR,10/11/2016,0.009002807,744.1056,4.966477804
CWC LN,05/11/2015,-0.082251082,4900.593,7.373864182
DELB BB,29/10/2015,0.002018339,9629.8505,27.82124937
EGPW IM,07/05/2015,-0.046219931,9858.625,19.59196321
EKT SM,27/10/2016,-0.001821674,1559.4621,3.997079022
EURN BB,31/10/2016,-0.132378275,1246.047,3.81975357
GCC ID,28/10/2015,-0.071112795,1369.0765,3.034261745
KD8 GR,06/08/2015,-0.032184579,11906.3233,3.392102788
KRN GR,26/10/2016,0.002379653,3214.6997,9.003829059
KUNN SW,21/08/2014,-0.190695231,1194.9595,3.134395501
LRE LN,03/11/2016,0.004193786,1882.2515,3.07808077
MEDAA SS,23/07/2015,0.04815132,5983.0309,9.757877325
NEO FP,30/09/2015,-0.013058507,1074.9966,7.552271476
PMI IM,09/02/2016,-0.084745763,2934.7014,50.8520641
REX LN,20/02/2014,-0.038265306,6791.7335,9.373596614
RTN LN,28/08/2015,0,2058.0803,5.184157325
SAB LN,22/05/2014,-0.001907669,91332.8174,81.62064703
TCH FP,23/07/2015,0.031061692,2660.0977,3.848721978
TCY LN,12/02/2014,-0.049881235,2216.9928,6.768036383
TFI FP,28/10/2016,0.033476417,1900.6842,3.77299712
TNTE NA,28/04/2015,0.003866764,4595.361,25.12685912
USG NA,30/04/2015,-0.002938949,1102.5909,7.99874957
AFR LN,20/05/2014,0.055476693,2696.7314,5.865360992
ATCT NA,07/08/2014,-1.826154692,14220.5094,5.830625762
CGL LN,09/08/2013,-0.054808003,2751.727,3.70183786
ESNT LN,31/07/2015,-0.010553889,3738.8642,4.214164383
FLG LN,26/03/2013,-0.083333333,5819.5691,8.450361216
GENL LN,06/08/2015,-0.152905504,1641.0016,7.874831058
GIL GR,28/07/2016,-0.033909534,3742.5,4.482734287
GTK IM,08/05/2014,-0.02606053,5237.0515,9.47307692
HEMF SS,09/11/2016,0.085605739,1410.4245,3.854606909
HOME LN,30/04/2014,0.017391304,2799.9526,4.707072602
JAZ SM,29/07/2014,-0.022458629,3580.3918,17.66870758
LG FP,25/07/2014,-0.065499472,23626.4419,32.02603231
LOCAL FP,22/07/2015,-0.02355307,559.51,4.122453142
MONI LN,17/02/2015,-0.6875,820.3504,8.051670296
NUO NA,07/02/2013,0.003334568,3059.0669,6.848496347
OPHR LN,13/08/2015,-1.776041667,1230.6124,3.777920492
RATOB SS,10/11/2016,0.088008784,1531.1927,3.591508158
SGC LN,09/12/2015,-0.038872465,2653.8391,3.504400492
WDF IM,01/08/2014,-0.0488946,2804.8449,7.111289628
ALGETA NO,06/11/2013,1.91320482,1863.6401,4.098054705
ARCM SS,21/10/2016,-0.494578591,647.3647,6.989684502
AZEM LN,28/02/2012,0.033240997,1747.0365,3.310296805
F IM,29/01/2014,-0.20260223,12360.5595,158.5850754
FGP LN,12/11/2015,0.038001784,1825.1246,3.237188694
IM NA,15/05/2014,-0.661657376,827.062,12.78791308
IPF LN,29/07/2015,-0.003989362,1405.8634,3.58632354
ISYS LN,03/11/2011,-0.029234618,2864.3059,8.692625275
NOBN SW,07/11/2013,-0.000642674,1964.0839,3.949396633
SHI LN,11/08/2015,-0.030272953,1827.1699,3.05015833
ZIGGO NA,17/07/2014,-0.049133248,9305.8644,16.88964677
AGS LN,27/08/2010,0.00462963,2022.2273,4.374844219
ENRC LN,20/03/2013,-0.062615101,5977.9536,20.28180513
FI IM,01/08/2012,-0.003154172,12000.0023,35.82822924
IMG LN,30/06/2015,-0.026315789,945.168,3.135639136
LMI LN,11/05/2015,-9.479365115,1278.4204,3.321160397
XTA LN,08/02/2011,0.019273536,71234.9038,172.4122988
CHTR LN,19/02/2010,0.004983389,1785.678,5.248275396
IPR LN,10/08/2010,-0.001366618,8964.4038,27.22607408
LOG LN,23/02/2011,0.007575758,3567.4662,8.689860055
NYR BB,23/07/2015,-0.171170124,1113.9584,4.907603012
SYST VX,17/02/2010,0.006838506,13799.029,24.14535125
ACA LN,21/10/2016,0.042723039,2654.6365,4.216177436
AU/ LN,22/07/2010,-0.050877714,6085.0088,16.76853149
BUL IM,30/07/2010,-0.051394808,2477.1452,9.590979707
BWIN AV,15/04/2010,-0.065555556,2025.8516,5.682528724
CW/ LN,26/05/2010,0.012987013,3007.9334,9.380701679
DCO DC,18/03/2010,0.045599122,3608.0842,11.09214165
DOU GR,09/05/2012,-0.019136837,1739.2088,4.563009514
IBLA SM,25/02/2010,1,2834.4594,17.75463275
IBR SM,21/07/2010,-0.01335762,14757.1544,25.83772354
MSY LN,27/07/2010,0.034246575,2198.9079,5.70209861
PPHN SW,03/11/2010,-0.170809991,1074.0209,7.932209893
QCE GR,29/03/2011,-0.089473684,675.5648,15.72792037
RHA FP,30/07/2010,0.193538018,2097.7226,19.5215695
SFR NO,03/05/2011,-0.105122922,3188.6929,5.995194662
SUB NO,27/07/2010,0.009161206,2394.6625,11.64754281
WIE AV,09/11/2016,0.00728022,2077.5704,4.101887887
WSM LN,28/08/2008,0.035743733,2221.3318,8.70667881
ZIL2 GR,08/11/2016,-0.056776557,946.3553,4.055300034
CBRY LN,19/02/2008,-0.057564408,23860.4606,51.18569856
DNX LN,29/08/2008,-0.103723467,2377.6171,21.40000444
GMG LN,23/09/2009,0.003798489,976.7957,4.440679892
NWG LN,30/11/2009,0.009013283,2285.8414,3.694108407
SSL LN,20/05/2008,-0.008032129,1815.0798,7.307419964
TAA NO,03/02/2009,0.025060631,1344.0254,6.881444784
TOMK LN,31/07/2008,-0.061500666,2164.1306,16.63773157
VTG LN,13/11/2007,0.013413676,2292.7248,18.08893594
3465593Q SM,30/10/2008,0.018653049,4580.8974,29.23954053
9408593Q LN,06/09/2007,0.009154385,3170.8958,23.04392599
AL IM,31/07/2008,0.015836463,8432.9908,20.76486899
ARO GR,14/02/2008,-0.060490847,4351.3353,23.68187382
BGY LN,13/02/2008,-0.170927889,10805.4115,59.10036853
BRI PL,30/07/2012,-0.162908151,2036.5159,3.960904871
FP/ LN,12/03/2008,-0.074074074,6009.4738,28.59676632
HBOS LN,31/07/2008,-0.029084374,30216.483,371.1620704
TRIL LN,14/11/2008,-0.003417198,14868.767,32.28399139
UNF SM,30/10/2008,0.002323602,19420.6171,206.2465025
3123739Q LN,18/09/2007,0.114862268,8981.036,54.74350939
AL/ LN,20/02/2008,-0.05791094,4021.1537,43.16424113
ALT SM,22/02/2007,-0.003311258,13031.5213,106.0507426
BOB FP,06/02/2007,0.01262968,3819.4513,23.24592445
BOY LN,30/07/2015,-0.016961698,2036.4739,3.05955972
BUD AV,03/09/2007,0.166785502,5041.3181,8.525084702
CIBN VX,08/02/2008,-0.103417861,2667.2534,22.92073184
CSR LN,26/02/2014,-0.00619195,1984.6538,3.582842266
CTT LN,28/02/2008,-0.019417476,1812.0967,12.28433639
CXP NA,02/08/2007,-0.214200922,2480.563,22.11329573
DCG LN,05/11/2015,-0.075003694,1328.4516,3.124382879
GRG LN,29/07/2015,0.030576765,2030.6308,3.828971121
HFD LN,12/11/2015,-0.050220922,1196.2828,3.418197028
HTG LN,27/08/2015,-0.354608549,1124.5858,4.532246669
IFL IM,14/11/2007,-0.066649287,11779.2135,14.37642381
IL0A ID,29/07/2015,0.125360742,2543.9054,4.748395909
JEL SW,11/09/2007,-0.000230367,2070.5563,8.181800463
KAUP IR,26/10/2007,-0.011010202,13794.676,23.1547605
NXI FP,24/07/2015,0.035541637,2260.3832,3.314906637
OCR NO,27/04/2007,-0.185327339,1155.5974,4.794395918
OMX SS,24/04/2007,0.032891714,3019.8544,20.75591179
RPS LN,30/07/2015,-0.07182078,743.908,4.487720836
SMIT NA,06/03/2008,0.062122941,1662.764,5.12485005
SZE FP,26/02/2008,0.016441359,81273.1914,252.4360994
TA NA,31/07/2007,0.070252101,2598.7545,16.95170481
TNS LN,05/03/2007,0.021126761,1781.888,11.06939642
VPC LN,18/09/2007,-0.037586793,2093.0187,19.09850372
CPR IM,02/08/2016,-0.002415459,6309.7321,8.898281311
BNP FP,28/07/2016,0.022904815,59164.8428,243.3916708
RF FP,17/03/2015,-0.472299519,4799.4129,4.738114265
BOKA NA,12/03/2015,-0.039252336,5906.9362,26.00840628
GKN LN,24/02/2015,-0.044217687,9488.6766,23.82602496
GLE FP,03/08/2016,0.02533909,26546.1263,180.4740165
TLW LN,11/02/2015,-0.326732673,5335.5632,38.90561857
ROR LN,03/03/2015,0.007633588,3476.7849,7.467397869
CSGN SW,28/07/2016,0.051509933,23377.3582,188.5675319
STB NO,14/07/2016,0.022031221,1728.043,7.77586804
WPP LN,09/03/2015,0.00861141,30951.5136,69.41818293
REP SM,28/07/2016,0.032292145,18246.4241,105.3349954
HSX LN,02/03/2015,0.042124542,3897.9091,3.431160952
GBF GR,10/08/2016,-0.352745674,1496.9864,6.119872536
G1A GR,28/07/2016,0.023002394,10002.6532,16.35761014
POM FP,22/04/2015,0.002130857,4399.0147,6.645052039
FLS DC,11/08/2016,-0.074445859,1881.1218,6.824939544
CA FP,05/03/2015,-0.006936416,24585.1626,81.13344058
MKS LN,20/05/2015,-0.005665722,14954.4306,48.27340118
SK FP,26/02/2015,-0.018289669,3743.3472,5.586526587
HAS LN,25/02/2015,-0.017304965,3272.9198,6.409176729
ANTO LN,17/03/2015,-0.13559322,9992.6414,29.75804438
PNN LN,20/05/2015,-0.004975124,5617.9661,11.11543661
FERG LN,24/03/2015,-0.017694637,15841.5652,36.45627057
ORK NO,15/07/2016,0.033249141,9416.8062,12.0931869
SIK SW,26/02/2016,0.005178725,9520.2586,23.69943004
RYA ID,25/07/2016,-0.007168481,16033.5225,43.22558629
TEN IM,04/08/2016,-0.222211526,15420.6518,50.115866
DNO NO,18/08/2016,-0.030236101,1245.3593,4.254222642
LIN GR,28/07/2016,-0.009466827,26778.939,68.74644945
FI/N SW,24/02/2015,0.036483148,2849.8863,12.0739409
HEIA NA,01/08/2016,-0.020656488,52331.9944,52.25787608
COLR BB,24/06/2015,0.005385253,7440.5488,9.219154041
SCAB SS,19/07/2016,-0.015840866,21245.0954,8.073189693
SGSN SW,21/01/2015,-0.148941665,15027.4777,45.93805624
LDO IM,29/07/2016,0.03416177,6381.1811,26.32979607
EDF FP,12/02/2015,0.004212744,49575.9465,42.62547072
SFER IM,13/05/2016,0.00690981,3784.1086,13.17685621
MHG NO,18/08/2016,-0.013777778,7042.5765,24.52072539
ALFA SS,18/07/2016,-0.008864556,6338.9088,17.93048405
GETIB SS,14/07/2016,-0.02923745,4865.8065,9.780877231
CNP FP,28/07/2016,-0.002326455,10308.5587,7.044618531
NHY NO,21/07/2016,0.013096924,8635.6662,18.84228055
CFR SW,22/05/2015,-0.008405439,52352.2754,114.3854512
OUT1V FH,26/07/2016,0.062616522,2177.7583,16.68002985
SKG ID,27/07/2016,-0.023171597,5584.5688,22.03503938
STM IM,27/07/2016,0.05365249,6503.1069,19.97260369
UBM LN,27/02/2015,-0.005076142,3707.9636,6.954371811
ABF LN,21/04/2015,-0.051438229,32119.4254,32.5622418
UDG LN,14/05/2015,0.047628894,2061.2682,3.993925752
HEIO NA,11/02/2015,-0.024033149,19075.6882,6.961715065
HNR1 GR,04/08/2016,-0.018440367,11598.8949,12.94114653
SU FP,19/02/2015,0.006186058,47494.152,139.5937984
KYG ID,24/02/2015,-0.028396257,12876.8118,15.37343404
SAABB SS,21/07/2016,-0.010198028,3536.1635,6.409424775
SHBA SS,15/07/2016,0.002740708,23517.0716,56.06142922
DAI GR,21/07/2016,0.014635393,69889.2423,297.9863761
VIFN SW,10/03/2015,0.010553471,5323.2759,23.10714087
ASSAB SS,19/07/2016,0.014327745,23902.4783,34.65903623
LSG NO,18/08/2016,-0.042358677,2555.9418,3.956576374
ABBN SW,21/07/2016,0.031683313,46040.4516,126.3472655
BILL SS,20/07/2016,0.033684634,3400.1401,7.389582858
DSY FP,21/07/2016,-0.00239336,19894.095,19.18970341
BZU IM,24/03/2016,0.00105042,3093.3392,13.43001945
ISAT LN,04/08/2016,0.073935516,4905.5815,17.55780907
DPW GR,03/08/2016,0.008911106,36997.785,82.78533998
ARL GR,11/08/2016,-0.00076101,1983.624,9.114357673
CLN SW,28/04/2016,0.024174873,6158.4587,24.35935074
FME GR,02/08/2016,-0.001196982,27994.0759,41.58588073
IP IM,04/08/2016,0.023676062,1730.5195,3.732872037
BATS LN,26/02/2015,-0.029670839,109000.8813,139.042563
MF FP,26/03/2015,1.034210526,5705.8742,7.429441088
EDP PL,28/07/2016,0.017954661,12097.2934,21.71534761
AXFO SS,15/07/2016,-0.001009836,3900.2587,6.385061368
UTDI GR,12/08/2016,-0.0354336,9247.689,14.87411345
CAST SS,15/07/2016,-0.022976869,3978.7353,13.92132684
NOVOB DC,05/08/2016,-0.018912921,125480.8953,105.9733315
IPN FP,03/03/2015,0.003311258,4036.8138,3.470194949
VPK NA,26/02/2016,0.018747507,5788.9154,17.46350104
FORTUM FH,20/07/2016,0.022655142,14450.9498,36.86296527
BWY LN,25/03/2015,0.015709542,3751.8671,7.646711795
TW/ LN,03/03/2015,0.006944444,7401.6176,28.34718206
STJ LN,25/02/2015,-0.014204545,7498.4366,15.32426284
EOAN GR,10/08/2016,-0.31553993,19382.1979,62.57774011
SCYR SM,29/07/2016,0.05505419,909.2439,7.076667526
ANA SM,29/07/2016,-0.098713623,4220.8475,12.37923741
BAS GR,27/07/2016,-0.000817641,70786.1356,208.0962268
STAN LN,03/11/2015,-0.435521054,26176.9556,68.95134476
SSABA SS,22/07/2016,2.743803737,2807.2703,14.88503511
INF LN,12/02/2015,0.024324324,5266.3916,6.349595096
FINGB SS,22/07/2016,0.03159076,3768.9044,79.14616877
HMB SS,22/06/2016,-0.020149226,50854.9515,93.06414241
SON PL,19/08/2016,-0.072696906,1531.816,3.304081847
RPC LN,09/06/2015,-0.005063291,2460.1791,3.356148039
NDA GR,10/08/2016,0.021422408,2395.6452,6.736379567
ANDR AV,05/08/2016,-0.005866713,5027.7427,6.759595421
BP/ LN,26/07/2016,-0.042657131,107264.0189,205.8143775
RUI FP,01/09/2015,0.074997495,3054.9929,6.049293158
SKY LN,29/01/2016,-0.00412035,26454.4475,38.38092637
ASHM LN,24/02/2015,0,3401.0894,5.644368793
SCMN SW,18/08/2016,-0.010315014,25527.7127,37.63997268
RCO FP,17/06/2015,0.015730337,3624.3023,8.443436219
WDH DC,26/02/2015,0.006501951,4464.9917,8.038985203
RNO FP,12/02/2015,0.04836318,25998.5316,78.95568227
DTE GR,11/08/2016,0.011374934,81956.3398,120.1020976
INVEB SS,19/07/2016,-0.005415641,25264.6446,36.83094461
VK FP,29/07/2016,-0.029626272,1563.6275,28.24916271
UHR SW,05/02/2015,0.003751815,23601.1575,151.121093
QQ/ LN,21/05/2015,-0.006535948,2238.8796,4.947857499
BESI NA,28/07/2016,0.02102825,1189.0192,4.957535043
OCDO LN,03/02/2015,-0.342105263,3864.695,8.3497721
NOVN SW,19/07/2016,-0.004632112,213841.1181,387.1694429
GBLB BB,01/08/2016,0.037449442,13583.0708,11.90063255
